tjpt,NPV,jpt,jptnoarea,rho,sigma,area,sumtrkPV,sumtrkPU,pt5,ptnoarea5,sigmaoverarea5,pt10,ptnoarea10,sigmaoverarea10,pt15,ptnoarea15,sigmaoverarea15,pt20,ptnoarea20,sigmaoverarea20,pt25,ptnoarea25,sigmaoverarea25,pt30,ptnoarea30,sigmaoverarea30,pt35,ptnoarea35,sigmaoverarea35,pt40,ptnoarea40,sigmaoverarea40,pt45,ptnoarea45,sigmaoverarea45,pt50,ptnoarea50,sigmaoverarea50
145.6911011,20,143.8425598,162.8385162,32.92285538,5.963030338,0.508638799,68.06462097,15.13403606,59.36986542,59.62844086,0.528459847,115.1157684,116.1500702,1.056919694,123.0563202,125.3834991,1.585379481,127.7906342,131.9278412,2.113839388,134.693573,141.157959,2.642298937,139.6539459,148.9626617,3.170758963,140.8604889,153.5306854,3.699218512,147.0432587,163.5920868,4.227678776,142.6474762,163.5920868,4.756137848,137.7345428,163.5920868,5.284597874
107.6423264,20,97.50808716,112.7899551,29.04150963,6.996536255,0.488692194,70.4409256,4.373697281,44.82068253,45.04877472,0.62005192,93.95603943,94.8684082,1.240103841,94.62046814,96.67329407,1.860155702,99.16384888,102.8133163,2.480207682,101.9295807,107.6318665,3.100259304,101.0605316,109.2718277,3.720311403,99.8782959,111.0547791,4.340363026,98.67963409,113.2774887,4.960415363,94.80207825,113.2774887,5.580466747,90.46833801,113.2774887,6.200518608
148.4434662,20,143.5620728,164.6001282,36.96080017,6.599610329,0.498665512,87.65235901,8.158352852,2.609238625,2.899528027,0.584875286,83.64645386,84.80760956,1.169750571,107.6256561,110.2382584,1.754625797,119.7047424,124.3493729,2.339501143,132.7374878,139.9947205,2.924376249,135.4254303,145.8758545,3.509251595,149.2238617,163.4480438,4.094126701,146.50737,165.0858917,4.679002285,141.5724487,165.0858917,5.263876915,136.0569458,165.0858917,5.848752499
201.6991119,20,197.1116943,205.7240295,16.87191582,3.925706625,0.468745559,166.6704102,3.375457525,185.5968323,185.7293396,0.347906709,191.3349304,191.864975,0.695813417,194.8517151,196.0443268,1.043720126,194.6463013,196.7664948,1.391626835,196.0031433,199.3159332,1.739533424,194.6040192,199.3744354,2.087440252,195.5749512,202.0680237,2.435346842,197.4754791,205.9562225,2.78325367,195.2227783,205.9562225,3.131160021,192.7050476,205.9562225,3.479066849
257.7226257,20,252.6621704,266.5623169,25.95656586,5.435245514,0.518612146,175.4941864,4.708480358,243.0371399,243.2409973,0.481686115,251.4190216,252.2344666,0.963372231,254.6581268,256.4928894,1.445058346,255.6461334,258.9079285,1.926744461,254.8630676,259.9596252,2.408430576,253.2471924,260.5862427,2.890116692,253.3451538,263.3344116,3.371802568,253.8099518,266.8571472,3.853488922,250.3442993,266.8571472,4.335174561,246.4709015,266.8571472,4.816861153
128.7020416,20,121.6563644,139.3198395,29.9107151,6.54117012,0.518612146,63.01965332,7.212048054,53.94681549,54.18173218,0.579696119,96.73548889,97.67516327,1.159392238,104.3891068,106.5033722,1.739088416,112.6752853,116.4339752,2.318784475,117.2146606,123.087616,2.898480654,116.5279312,124.9849854,3.478176832,122.6276169,134.1386108,4.057872772,124.9602585,139.9950256,4.637568951,120.9666519,139.9950256,5.217264652,116.5032043,139.9950256,5.796961308
91.17669678,20,85.58102417,99.57762146,26.08102989,7.41281414,0.478718877,58.65278244,3.337689638,39.14641571,39.35125732,0.65694356,69.89366913,70.71302795,1.313887119,82.47603607,84.31959534,1.970830679,81.46776581,84.74520111,2.627774239,86.27926636,91.40026093,3.284717798,85.66233063,93.03656769,3.941661358,85.59436798,95.63152313,4.598604679,86.83506012,99.94481659,5.255548477,83.3527832,99.94481659,5.912491798,79.46082306,99.94481659,6.569435596
137.4672241,20,146.246994,161.9073792,28.01462936,5.333412647,0.488692194,63.0180397,20.64975166,18.00545692,18.22548294,0.472661406,44.10732269,44.98742676,0.945322812,57.71957779,59.69981384,1.417984247,113.0780258,116.5984497,1.890645623,124.966217,130.4668732,2.363306999,134.2816162,142.2025604,2.835968494,149.2687683,160.0500641,3.308629751,148.833786,162.9154816,3.781291246,145.093338,162.9154816,4.253952503,140.9128418,162.9154816,4.726613998
91.34047699,20,89.83992767,98.04368591,14.90842438,3.867538214,0.488692194,60.18236923,5.352402687,27.17614746,27.29323769,0.342751652,78.54341125,79.01177216,0.685503304,80.66796875,81.7217865,1.028254986,82.61773682,84.49118805,1.371006608,87.00075531,89.92801666,1.71375823,86.48918152,90.70443726,2.056509972,86.13790894,91.87534332,2.399261475,91.03756714,98.53135681,2.742013216,89.04702759,98.53135681,3.084764719,86.8223114,98.53135681,3.42751646
126.2607803,20,118.7316437,134.6867065,29.41566849,6.138886929,0.478718877,65.40349579,6.296412945,78.47958374,78.71061707,0.544044733,107.8968735,108.8209915,1.088089466,112.2445526,114.323822,1.63213408,118.4052277,122.1017075,2.176178932,116.722908,122.4986572,2.720223427,117.9442139,126.2612991,3.26426816,120.7044754,132.0249481,3.808312655,120.4934158,135.2793427,4.352357864,116.5659027,135.2793427,4.896401882,112.1763306,135.2793427,5.440446854
115.5574417,20,113.5797958,127.5334625,23.74284744,4.7641716,0.518612146,55.79232025,6.850432873,72.02933502,72.21581268,0.422213733,91.15276337,91.89866638,0.844427466,102.8530121,104.5312958,1.26664114,112.3420105,115.3256226,1.688854933,112.8799362,117.541832,2.111068487,113.9282837,120.6414185,2.53328228,116.5498505,125.6871719,2.955495834,116.094429,128.0288849,3.377709866,112.9243393,128.0288849,3.799923182,109.3812943,128.0288849,4.222136974
82.69390869,20,73.89564514,97.47735596,38.62038803,6.4088521,0.558505356,51.86948013,8.70233345,3.793234348,4.096558094,0.567969739,41.05463028,42.26792526,1.135939479,54.25476456,56.98468018,1.703909278,65.99355316,70.84673309,2.271878958,70.90169525,78.48478699,2.839848757,73.86540985,84.7850647,3.407818556,79.99742889,94.86029816,3.975788116,78.77068329,98.18341064,4.543757916,73.85176086,98.42098999,5.111727238,68.08860779,98.42098999,5.679697514
0,20,29.39588928,45.91735077,29.10866165,4.852173328,0.498665512,0,26.98838997,-0.228618905,0,0.430012673,4.248996258,5.163471699,0.860025346,15.45799541,17.51556587,1.29003799,22.82209015,26.47999191,1.720050693,23.48165321,29.19712639,2.150063276,27.23477745,35.46505737,2.580075979,32.33495331,43.53727722,3.010088682,31.28912926,45.92073822,3.440101385,27.74947548,46.26760483,3.87011385,23.40571594,46.26760483,4.300126553
99.36341095,20,96.64665985,118.1272049,38.82854843,7.394305229,0.528585434,11.29381466,10.65141106,71.82050323,72.12546539,0.65530324,81.98313904,83.20297241,1.31060648,91.91938019,94.66400909,1.965909719,94.33289337,99.2122345,2.621212959,94.26875305,101.8927231,3.276516199,96.33413696,107.3126526,3.931819439,96.38440704,111.3273849,4.58712244,99.10779572,118.6251526,5.242425919,93.92350006,118.6251526,5.89772892,88.12928009,118.6251526,6.553032398
116.5078735,20,119.9207993,134.7078552,29.03025627,7.150602341,0.468745559,79.64923859,13.83767223,73.8061676,74.03417206,0.633705676,87.66685486,88.57886505,1.267411351,103.978569,106.0305939,1.901116967,108.9598084,112.6078568,2.534822702,111.4449615,117.1450424,3.16852808,114.0393219,122.2474365,3.802233934,121.3538208,132.5259705,4.435939312,120.9280624,135.5202637,5.069645405,117.0520172,135.5202637,5.703350544,112.7199554,135.5202637,6.33705616
108.1848297,20,107.7616882,120.6324234,25.13381386,4.44969368,0.498665512,81.22511292,10.93196011,70.81157684,71.0089798,0.394343853,91.45659637,92.24620056,0.788687706,99.65692139,101.4335251,1.183031559,98.91327667,102.0716858,1.577375412,100.5521317,105.4871445,1.971719146,107.0301819,114.1366043,2.366063118,107.2282486,116.9008713,2.760406733,108.5106354,121.1442719,3.154750824,105.1548309,121.1442719,3.549094439,101.4042206,121.1442719,3.943438292
96.36828613,20,90.66882324,107.6313782,31.72356987,6.693825722,0.468745559,87.69345093,6.847629547,90.6812439,90.93039703,0.593224883,91.36270905,92.35933685,1.186449766,95.77228546,98.01469421,1.779674649,94.86307526,98.84957886,2.372899532,94.26853943,100.4974442,2.966124296,92.47542572,101.4450531,3.559349298,92.86594391,105.0746002,4.152574062,91.92424011,107.8702469,4.745799065,87.68858337,107.8702469,5.33902359,82.95461273,107.8702469,5.932248592
167.5487671,20,161.3663635,174.9371338,24.85877228,5.89869833,0.488692194,99.5107193,2.916454792,131.8080292,132.0032654,0.522758543,154.6027679,155.383728,1.045517087,156.2004242,157.9575806,1.568275571,158.9145355,162.0383759,2.091034174,158.7004852,163.5814972,2.613792658,160.04422,167.072876,3.136551142,160.8477173,170.4144897,3.659309626,163.0901184,175.585495,4.182068348,159.7710266,175.585495,4.704826355,156.0614624,175.585495,5.227585316
141.1995239,20,135.6421051,154.6529541,33.46669006,6.575169086,0.508638799,85.43378448,6.444690704,13.63270473,13.89555168,0.582709193,32.54966354,33.60105133,1.165418386,49.57310104,51.9387207,1.74812758,89.96987152,94.17542267,2.330836773,110.8874741,117.4586411,2.913545847,117.3330307,126.795517,3.496255159,134.3455505,147.2250366,4.078964233,136.5423126,153.364502,4.661673546,134.2096252,155.5002136,5.244382381,129.2155304,155.5002136,5.827091694
121.437561,20,120.7573242,135.9832916,28.32856178,4.422955513,0.518612146,84.42166901,10.05296612,113.0099792,113.2324677,0.391974241,113.6699066,114.5598755,0.783948481,114.4408646,116.4432907,1.175922751,117.4917297,121.0516052,1.567896962,119.1189728,124.6812744,1.959871173,118.6872711,126.6969833,2.351845503,116.7929993,127.6951065,2.743819475,122.1342926,136.3737793,3.135793924,118.3519287,136.3737793,3.527767897,114.1245804,136.3737793,3.919742346
59.68392181,20,55.98077393,72.27780914,28.70023727,5.332609177,0.498665512,24.16195679,9.288691521,13.82189274,14.04730415,0.472590208,22.68878174,23.59042549,0.945180416,41.21739578,43.24609756,1.417770624,47.36311722,50.96969604,1.890360832,50.60259247,56.23786926,2.362950802,54.60681152,62.72161484,2.835541248,56.94809341,67.99324036,3.308131218,58.45498276,72.88129425,3.780721664,54.646492,72.90479279,4.253311634,50.36367798,72.90479279,4.725901604
58.4430275,20,51.88527298,69.27190399,30.39828491,6.283185959,0.498665512,22.20261383,7.510105133,-0.238747582,0,0.55683285,36.34069443,37.29568481,1.1136657,39.21798325,41.36671066,1.67049861,40.01099396,43.83095551,2.2273314,46.10663986,52.07532883,2.78416419,50.02837372,58.6232872,3.340997219,51.57536316,63.27399445,3.897830009,54.6732254,69.95307159,4.4546628,50.61452103,69.95307159,5.01149559,46.07831573,69.95307159,5.568328381
154.936676,20,151.3008881,167.32547,31.79257965,6.287882805,0.478718877,64.30185699,4.552409649,42.48936462,42.73906326,0.557249129,57.55094147,58.54973602,1.114498258,71.68482208,73.93210602,1.671747327,132.9958649,136.9910431,2.228996515,139.9316101,146.1740723,2.786245584,148.8574982,157.8466339,3.343494654,149.377594,161.6128082,3.900743723,151.8601227,167.8408203,4.457993031,147.6152496,167.8408203,5.015241623,142.8709869,167.8408203,5.572491169
169.3683319,20,164.5847778,177.2706146,20.85454559,4.456275463,0.538558722,98.82359314,7.627597809,6.411109924,6.574901104,0.394927144,20.29116631,20.94633102,0.789854288,69.07865906,70.55278015,1.184781432,160.2342377,162.8549042,1.579708576,165.1617889,169.2565765,1.974635601,165.0251465,170.9216309,2.369562864,165.3000793,173.3258514,2.764489889,167.0881653,177.5708008,3.159417152,164.3037109,177.5708008,3.554343939,161.1916809,177.5708008,3.949271202
110.7760544,20,112.4746552,128.6737976,30.1631546,7.397729874,0.488692194,74.07349396,10.88485146,24.98130798,25.21820831,0.655606747,67.77797699,68.72557831,1.311213493,97.36489868,99.49700928,1.96682024,104.4111938,108.2016068,2.622426987,105.1178284,111.0403519,3.278033733,109.0714111,117.5998459,3.93364048,112.8879929,124.4961319,4.589247227,114.0731277,129.234787,5.244853973,110.0458145,129.234787,5.900460243,105.5447006,129.234787,6.556067467
90.66010284,20,90.2576828,100.4049759,18.3748436,4.279565811,0.498665512,44.1654892,5.570937634,26.96429253,27.10860825,0.379266649,67.70888519,68.28614807,0.758533299,75.72775269,77.02659607,1.137799978,76.22821045,78.53726196,1.517066598,80.17805481,83.78594971,1.896333218,81.76169586,86.95706177,2.275599957,86.02340698,93.09487152,2.654866457,91.84547424,101.0816803,3.034133196,89.39211273,101.0816803,3.413399696,86.65010834,101.0816803,3.792666435
123.8129883,20,117.2496033,135.6313171,29.75524902,6.073802948,0.548532069,84.93421173,7.671647549,113.0214462,113.2551422,0.538276792,114.128891,115.0636826,1.076553583,116.300293,118.4035645,1.614830375,121.8453674,125.5845261,2.153107166,120.6757965,126.5182266,2.691383839,122.8979492,131.3110504,3.229660749,120.6605606,132.1117249,3.767937422,120.9709778,135.927597,4.306214333,116.9981232,135.927597,4.844491005,112.5578766,135.927597,5.382767677
150.1805573,20,156.4703217,169.548111,24.88142014,5.474963665,0.458772272,106.7596359,13.81207561,129.260788,129.4562073,0.485206038,145.1119385,145.8936157,0.970412076,148.970871,150.7296295,1.455618143,150.6055145,153.7322083,1.940824151,151.041214,155.9266663,2.426030159,158.9476318,165.9826813,2.911236286,158.817337,168.3928223,3.396442175,157.4854431,169.9922028,3.881648302,154.1633301,169.9922028,4.366854191,150.4503784,169.9922028,4.852060318
15.84742546,20,23.29533386,34.37596512,21.54219246,4.901618004,0.468745559,9.324414253,11.36758518,-0.169191986,0,0.434394598,9.610801697,10.28757,0.868789196,9.893048286,11.41577625,1.303183794,19.05066299,21.7577343,1.737578392,19.99125862,24.22105789,2.17197299,23.69540024,29.7863121,2.606367588,25.0530262,33.34343338,3.040761948,23.81061363,34.63890076,3.475156784,20.93435097,34.63890076,3.909551144,17.71970177,34.63890076,4.34394598
113.4725876,20,115.9913483,130.0687714,25.255373,5.192643642,0.498665512,30.65606117,12.61992931,78.19363403,78.39199066,0.460186064,95.00009918,95.79351807,0.920372128,94.00832367,95.79351807,1.380558252,99.06523132,102.2389145,1.840744257,100.9399796,105.8988571,2.300930262,105.4468536,112.5876465,2.761116505,115.8005447,125.5199509,3.221302271,118.0570984,130.7518311,3.681488514,114.6850586,130.7518311,4.141674519,110.9163055,130.7518311,4.601860523
75.11940002,20,80.61056519,97.49421692,30.87083817,6.793502331,0.538558722,65.19997406,17.41120529,18.93122292,19.17368126,0.60205847,35.08616257,36.05599976,1.204116941,55.26448059,57.44661331,1.80617547,66.13488007,70.01422119,2.408233881,71.04562378,77.10710144,3.010292292,71.38778687,80.11631012,3.612350941,78.00406647,89.88455963,4.214409351,82.71654511,98.23392487,4.816467762,78.59474945,98.23392487,5.418526173,73.98802185,98.23392487,6.020584583
85.46988678,20,95.5610199,113.3093414,30.75059319,7.172061443,0.508638799,55.59076691,19.00295067,44.92285156,45.16436768,0.635607421,69.27003479,70.23609161,1.271214843,78.81685638,80.99048615,1.906822205,80.67451477,84.53874969,2.542429686,86.02385712,92.0617218,3.178036928,88.05113983,96.7456665,3.813644409,90.61380768,102.4480209,4.449251652,98.65566254,114.1125946,5.084859371,94.5499115,114.1125946,5.720466137,89.96113586,114.1125946,6.356073856
79.81929016,20,80.73221588,97.03219604,28.91382027,4.694396019,0.498665512,61.38064575,12.86634922,2.689638138,2.916726828,0.41603002,5.308075428,6.21642971,0.832060039,52.82266998,54.86646652,1.248090029,60.02437973,63.65779877,1.664120078,71.13303375,76.81024933,2.080150127,79.14202881,87.3172226,2.496180058,78.4207077,89.54804993,2.912209988,83.80002594,98.33369446,3.328240156,79.93951416,98.33369446,3.744270086,75.62483215,98.33369446,4.160300255
143.8149261,20,142.6855621,159.1055603,25.91105652,5.037077904,0.558505356,104.4329071,11.19133377,-0.203504965,0,0.446399421,3.81706357,4.631083488,0.892798841,46.43699265,48.26853561,1.339198232,111.6888275,114.9449081,1.785597682,142.5127716,147.6004028,2.231997013,141.7990875,149.1252594,2.678396463,143.7121124,153.6838531,3.124795675,146.049118,159.0734406,3.571195364,143.8707581,160.35466,4.017594337,140.0041656,160.35466,4.463994026
140.3598175,20,141.7209778,158.2542114,26.92612267,4.352342129,0.538558722,82.64107513,9.434864044,55.85402679,56.06550217,0.385716289,124.3898163,125.2357254,0.771432579,125.8614731,127.7647705,1.157148838,135.2266235,138.61026,1.542865157,139.1575317,144.444458,1.928581357,139.4929047,147.1060944,2.314297676,142.7272186,153.0895996,2.700013876,145.3692017,158.9037476,3.085730314,141.7740936,158.9037476,3.471446276,137.7560272,158.9037476,3.857162714
181.3108521,20,176.7219086,195.9279022,33.80434799,4.974962711,0.498665512,72.75949097,9.727053642,132.7521667,133.0176697,0.440894604,145.5605316,146.6225281,0.881789207,167.9230194,170.3125153,1.322683811,174.9859009,179.2338867,1.763578415,173.3878937,180.0253601,2.204473019,173.7452087,183.3031616,2.645367622,175.8871918,188.8966217,3.086261988,179.5359802,196.5278931,3.52715683,175.0224915,196.5278931,3.968051195,169.9780273,196.5278931,4.408946037
86.48902893,20,96.46608734,118.9861298,41.31298065,7.7150383,0.488692194,56.44815445,22.47789574,20.20275879,20.52722931,0.683727503,59.16903305,60.46691895,1.367455006,78.87213898,81.79238129,2.051182508,84.69055939,89.88210297,2.734910011,86.72740173,94.83918762,3.418637276,94.52169037,106.2026596,4.102365017,96.72027588,112.6193771,4.786092281,99.29253387,120.0587006,5.469820023,93.77651978,120.0587006,6.15354681,87.61156464,120.0587006,6.837274551
159.5653381,20,153.8628693,167.1760864,24.83305359,5.361473084,0.468745559,76.31465149,3.859397173,29.42317009,29.61820793,0.475148201,108.5654678,109.3456192,0.950296402,115.9167404,117.6720886,1.425444603,136.3713074,139.4919281,1.900592804,147.5185699,152.3945313,2.375741005,154.3581848,161.3795624,2.850889206,153.4216919,162.9785767,3.326037169,155.2793579,167.7618103,3.801185608,151.9636993,167.7618103,4.276333332,148.2579803,167.7618103,4.75148201
78.01902008,20,72.11469269,88.72640228,32.16551209,7.862148762,0.478718877,38.25029755,8.713605881,37.75424576,38.00687408,0.696764827,60.90435791,61.9148674,1.393529654,66.80342102,69.07706451,2.090294361,71.497612,75.53964996,2.787059307,75.63115692,81.94683838,3.483824015,75.52565002,84.62023163,4.180588722,74.84846497,87.22720337,4.877353668,72.98677063,89.15492249,5.574118614,68.69210815,89.15492249,6.270883083,63.89218903,89.15492249,6.967648029
101.5938568,20,100.0653076,111.2150574,20.40592766,3.86827445,0.478718877,72.22498322,4.116174698,5.243477345,5.403745174,0.342816919,66.65232849,67.293396,0.685633838,79.87149048,81.31390381,1.028450727,99.66988373,102.234169,1.371267676,101.8677368,105.8744278,1.714084506,102.5512772,108.3209152,2.056901455,101.3489075,109.2020264,2.399718285,101.5325699,111.789711,2.742535353,98.80802155,111.789711,3.085351944,95.76293182,111.789711,3.428169012
134.8976746,20,131.0784454,147.8399048,29.95326805,5.183817387,0.488692194,58.28912354,7.989223003,38.64880753,38.88405991,0.459403872,121.6157532,122.5567627,0.918807745,125.6198654,127.7371368,1.378211617,131.6498261,135.4138641,1.83761549,133.7000122,139.5813293,2.297019243,133.1972961,141.6663818,2.756423235,132.2224884,143.7498627,3.215826988,133.2177887,148.273941,3.67523098,129.2184906,148.273941,4.134634495,124.748703,148.273941,4.594038486
57.11049652,20,56.23121262,67.87273407,19.64596367,3.427461147,0.518612146,47.65908051,5.636583805,12.17478943,12.32908821,0.303750843,27.24199486,27.85919189,0.607501686,41.34378433,42.73247528,0.911252499,47.79721832,50.26600266,1.215003371,56.61856461,60.47603989,1.518754125,57.40776825,62.96253586,1.822504997,59.43689728,66.99755096,2.126255751,58.43461609,68.30975342,2.430006742,55.81153107,68.30975342,2.733757496,52.87984848,68.30975342,3.037508249
105.0755005,20,103.7094116,117.1069031,23.27663994,4.911901474,0.508638799,65.40285492,8.633987427,51.33922958,51.52204514,0.435305953,84.18306732,84.9143219,0.870611906,93.48750305,95.13283539,1.305917859,93.75804138,96.68306732,1.741223812,99.06764221,103.6380005,2.176529646,103.0437546,109.6250687,2.611835718,106.85215,115.810051,3.047141552,106.0878448,117.7879639,3.482447624,102.9800034,117.7879639,3.91775322,99.50653076,117.7879639,4.353059292
182.9415283,20,183.7718353,194.7453613,20.51258278,3.935481787,0.488692194,104.6191483,9.774184227,41.38849258,41.54959869,0.348773003,106.5841827,107.2286072,0.697546005,117.2145691,118.6645203,1.046319008,151.1587219,153.7364044,1.395092011,171.4020386,175.4296722,1.743865013,177.405426,183.2052155,2.092638016,180.0314331,187.9255981,2.44141078,185.6772766,195.9880219,2.790184021,182.9384766,195.9880219,3.138956785,179.8774719,195.9880219,3.487730026
73.50814056,20,78.64015198,92.81329346,25.31881905,4.761471748,0.508638799,62.63593292,14.86388397,35.49728394,35.69613647,0.42197445,54.16674423,54.9621582,0.843948901,56.55137634,58.34105682,1.265923381,65.64457703,68.82623291,1.687897801,69.71624756,74.68758392,2.109872341,77.65377045,84.8125,2.531846762,78.35181427,88.09563446,2.953821182,80.84629822,93.57292175,3.375795603,77.46578217,93.57292175,3.797769785,73.68756866,93.57292175,4.219744682
129.9501495,20,121.1423645,140.399353,33.49265671,7.324435711,0.528585434,96.21876526,3.822559357,4.216536045,4.479586601,0.649111211,71.43370056,72.48590088,1.298222423,104.3251877,106.6926422,1.947333694,116.8939362,121.1027451,2.596444845,119.3941574,125.9704285,3.245556116,118.0949783,127.5648041,3.894667387,121.7736816,134.6631622,4.543778419,124.1917648,141.0270081,5.19288969,119.719902,141.0270081,5.842000484,114.7219391,141.0270081,6.491112232
109.3276672,20,106.0755615,124.3826904,32.06528473,5.094983101,0.498665512,25.98111916,7.811237812,82.18215942,82.43399811,0.451531142,90.91831207,91.92567444,0.903062284,99.46073914,101.7273026,1.354593396,101.8751221,105.9045639,1.806124568,101.0437622,107.3397675,2.257655621,104.045433,113.1116791,2.709186792,104.6893463,117.0295105,3.160717726,108.9734573,125.0912247,3.612249136,104.6921768,125.0912247,4.063779831,99.9072113,125.0912247,4.515311241
104.632103,20,93.1905899,113.9250565,38.79043961,8.364639282,0.518612146,85.35175323,4.893854141,76.86251831,77.16717529,0.741296887,86.95659637,88.17523193,1.482593775,89.14707947,91.8890152,2.223890543,94.45467377,99.32922363,2.96518755,96.73413086,104.3506165,3.706484318,98.97564697,109.9433899,4.447781086,97.48418427,112.4124908,5.189077854,94.84475708,114.3429565,5.930375099,89.66555023,114.3429565,6.671671391,83.87701416,114.3429565,7.412968636
